ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
single,0.7,7,KAUPPAKATU,TORI,817.0,3970,1,36.5,8.7
single,0.5,7,TASAVALLANKATU,TORI,575.0,2040,0,0.0,3.9
season,0.0,5,TORI,KEILANKANTA,1427.0,6470,1,44.7,3.6
season,0.0,5,KAUPPAKATU,KAUPPAKATU,129.0,0,1,0.0,0.0
single,0.9,9,TORI,KAUPPAKATU,1030.0,4030,1,25.8,6.3
savonia,0.0,9,SATAMA,MICROTEKNIA,1069.0,4280,1,37.3,6.9
single,0.65,6,PUIJONLAAKSO,KAUPPAKATU,743.0,2280,1,6.5,12.0
season,0.0,6,PIRTTI,PIRTTI,70.0,0,1,0.0,0.0
season,0.0,5,KEILANKANTA,KAUPPAKATU,1179.0,6180,1,40.4,3.3
season,0.0,7,NEULAMÄKI,KYS,650.0,2860,1,19.4,24.9
single,0.05,8,MICROTEKNIA,MICROTEKNIA,5.0,0,0,0.0,0.0
single,0.75,5,SATAMA,MICROTEKNIA,877.0,4010,1,39.2,6.6
single,0.95,9,KEILANKANTA,TORI,1096.0,6430,1,35.4,5.7
single,0.05,5,PUIJONLAAKSO,PUIJONLAAKSO,37.0,0,1,0.0,0.0
season,0.0,8,TORI,KAUPPAKATU,137.0,360,1,3.5,0.6
savonia,0.0,9,MICROTEKNIA,SATAMA,1076.0,4390,1,26.4,18.6
single,0.75,7,PUIJONLAAKSO,NEULAMÄKI,887.0,3550,1,30.8,23.1
single,0.8,6,TASAVALLANKATU,KEILANKANTA,947.0,4430,1,25.6,11.1
season,0.0,10,NEULAMÄKI,TASAVALLANKATU,729.0,3740,1,21.4,2.7
savonia,0.0,10,TORI,TORI,244.0,110,1,0.8,0.0
savonia,0.0,10,TORI,KAUPPAKATU,1171.0,3520,1,26.4,12.9
single,0.8,5,MICROTEKNIA,TORI,927.0,3560,1,29.7,14.7
season,0.0,5,TASAVALLANKATU,KYS,719.0,2680,1,27.1,7.8
single,1.25,7,KEILANKANTA,TORI,1450.0,6720,1,48.6,13.2
savonia,0.0,10,MICROTEKNIA,TORI,652.0,3060,1,14.6,5.4
savonia,0.0,10,KAUPPAKATU,TORI,1632.0,2990,1,22.0,5.4
single,0.55,9,TORI,MICROTEKNIA,630.0,3130,1,23.6,7.5
season,0.0,10,TORI,NEULAMÄKI,849.0,4400,1,52.7,0.9
savonia,0.0,10,TORI,TORI,608.0,820,0,0.0,1.2
single,1.2,8,TORI,NEULAMÄKI,1427.0,4630,1,35.0,10.5
single,0.65,5,TORI,MICROTEKNIA,724.0,3160,1,20.1,2.7
single,1.15,8,KEILANKANTA,KAUPPAKATU,1345.0,6200,1,54.7,5.7
single,0.85,6,TASAVALLANKATU,SATAMA,963.0,4060,1,27.5,12.9
single,0.85,9,KAUPPAKATU,NEULAMÄKI,1017.0,4340,1,41.0,11.4
season,0.0,5,SATAMA,SATAMA,118.0,0,1,0.0,0.0
single,0.35,8,PUIJONLAAKSO,PUIJONLAAKSO,418.0,1790,1,14.2,3.9
season,0.0,7,KAUPPAKATU,TASAVALLANKATU,443.0,1620,1,18.0,3.9
single,1.35,7,TORI,KEILANKANTA,1593.0,7400,1,57.0,11.1
single,0.05,7,TORI,TORI,57.0,10,1,0.0,0.0
season,0.0,7,TORI,TORI,47.0,0,1,0.0,0.0
single,0.65,8,SATAMA,TASAVALLANKATU,771.0,3260,1,30.3,0.9
savonia,0.0,10,NEULAMÄKI,KAUPPAKATU,793.0,4400,1,26.1,12.3
savonia,0.0,9,NEULAMÄKI,MICROTEKNIA,256.0,1410,0,0.0,10.5
single,0.35,6,PIRTTI,PIRTTI,380.0,1280,1,5.8,1.8
savonia,0.0,10,NEULAMÄKI,MICROTEKNIA,390.0,1470,0,0.0,16.8
season,0.0,9,TORI,SATAMA,182.0,970,1,3.4,4.5
single,0.05,7,TORI,TORI,52.0,0,1,0.0,0.0
season,0.0,8,PUIJONLAAKSO,PUIJONLAAKSO,221.0,-10,1,1.0,0.0
single,0.25,7,KAUPPAKATU,SATAMA,252.0,1000,1,4.2,6.3
season,0.0,10,NEULAMÄKI,NEULAMÄKI,812.0,4440,1,28.7,14.7
season,0.0,6,KEILANKANTA,KEILANKANTA,1151.0,1080,1,7.6,2.1
season,0.0,6,KEILANKANTA,KAUPPAKATU,1103.0,6050,1,32.1,4.5
savonia,0.0,10,MICROTEKNIA,NEULAMÄKI,380.0,1420,1,16.9,1.2
single,0.9,7,TASAVALLANKATU,TORI,1026.0,3380,1,24.8,12.3
single,0.55,8,TORI,MICROTEKNIA,614.0,3150,1,26.9,3.6
single,0.35,9,PUIJONLAAKSO,PUIJONLAAKSO,419.0,2030,1,6.9,21.6
single,0.25,6,KAUPPAKATU,SATAMA,248.0,990,1,3.4,7.2
season,0.0,9,TORI,PUIJONLAAKSO,548.0,2640,1,29.6,2.7
season,0.0,6,NEULAMÄKI,MICROTEKNIA,282.0,1380,1,5.4,14.1
single,0.65,8,PIRTTI,PIRTTI,756.0,4030,1,30.6,0.6
single,0.65,9,KYS,KYS,755.0,3220,1,10.9,4.2
savonia,0.0,10,KYS,SATAMA,619.0,3030,1,16.0,8.7
season,0.0,8,TASAVALLANKATU,TASAVALLANKATU,112.0,0,1,0.0,0.0
single,0.9,5,TORI,SATAMA,1077.0,1530,0,0.0,3.9
season,0.0,5,KEILANKANTA,TASAVALLANKATU,840.0,4410,1,22.5,3.3
savonia,0.0,10,TORI,KAUPPAKATU,1029.0,1640,1,14.7,5.1
savonia,0.0,10,TORI,PUIJONLAAKSO,700.0,2620,1,24.6,2.4
season,0.0,7,PUIJONLAAKSO,TORI,532.0,2760,1,14.8,18.6
season,0.0,6,TORI,SATAMA,272.0,920,1,2.8,5.7
single,0.15,6,TORI,TORI,148.0,0,1,0.0,0.0
single,0.25,8,NEULAMÄKI,MICROTEKNIA,248.0,1380,1,4.7,2.1
single,0.25,7,SATAMA,KAUPPAKATU,256.0,1020,1,12.4,0.0
savonia,0.0,9,TORI,PUIJONLAAKSO,560.0,2410,1,27.5,3.9
single,0.05,8,TORI,TORI,39.0,-10,1,0.0,0.0
season,0.0,9,NEULAMÄKI,PUIJONLAAKSO,923.0,3590,1,47.1,9.0
single,0.45,4,TORI,TASAVALLANKATU,495.0,2010,1,10.7,4.8
savonia,0.0,9,MICROTEKNIA,TORI,635.0,3150,1,20.3,5.4
season,0.0,7,TORI,PUIJONLAAKSO,709.0,2350,1,23.7,3.9
savonia,0.0,9,SATAMA,TORI,354.0,920,0,0.0,0.3
savonia,0.0,9,TORI,PUIJONLAAKSO,613.0,2590,1,27.4,3.6
single,0.95,5,KEILANKANTA,TORI,1107.0,6480,1,24.5,3.3
season,0.0,9,KEILANKANTA,KEILANKANTA,1357.0,2530,1,16.9,4.5
single,0.3,10,SATAMA,TORI,304.0,930,1,11.2,0.6
season,0.0,10,TORI,TORI,75.0,-20,1,0.1,0.0
single,0.05,9,PUIJONLAAKSO,PUIJONLAAKSO,5.0,0,1,0.0,0.0
season,0.0,7,KEILANKANTA,PIRTTI,1550.0,5350,1,29.7,7.2
single,0.5,7,TORI,PUIJONLAAKSO,582.0,2330,1,26.4,3.0
single,0.05,6,SATAMA,SATAMA,20.0,0,0,0.0,0.0
season,0.0,9,TORI,TORI,449.0,1470,1,7.3,4.5
season,0.0,9,KEILANKANTA,KEILANKANTA,66.0,0,1,0.0,0.0
savonia,0.0,9,PUIJONLAAKSO,TORI,499.0,2420,1,19.2,12.3
single,1.2,8,NEULAMÄKI,KEILANKANTA,1392.0,7730,1,44.3,14.7
single,0.1,7,TORI,TORI,86.0,230,1,1.6,0.6
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,12.0,0,0,0.0,0.0
savonia,0.0,10,NEULAMÄKI,MICROTEKNIA,266.0,1430,0,0.0,9.0
single,2.0,8,KAUPPAKATU,KAUPPAKATU,2391.0,12200,1,93.7,32.7
season,0.0,7,KEILANKANTA,KAUPPAKATU,1201.0,6100,1,48.7,6.3
single,0.55,5,KAUPPAKATU,KAUPPAKATU,604.0,0,1,0.0,0.0
single,0.2,7,KAUPPAKATU,SATAMA,235.0,1010,1,3.5,3.9
season,0.0,9,NEULAMÄKI,MICROTEKNIA,264.0,1450,1,4.7,11.1
season,0.0,5,KAUPPAKATU,NEULAMÄKI,1007.0,4360,1,39.7,8.1
single,0.7,6,TORI,PUIJONLAAKSO,822.0,2650,1,31.4,4.2
season,0.0,5,TORI,TORI,136.0,50,1,0.3,0.0
single,0.75,8,PUIJONLAAKSO,KAUPPAKATU,885.0,2510,1,11.4,11.4
single,0.3,5,SATAMA,TORI,334.0,960,1,14.4,1.2
season,0.0,10,KEILANKANTA,KEILANKANTA,878.0,2190,1,22.0,9.3
single,0.75,5,MICROTEKNIA,KAUPPAKATU,862.0,3010,1,28.9,5.4
savonia,0.0,9,MICROTEKNIA,TASAVALLANKATU,673.0,3410,1,18.5,3.0
season,0.0,5,KAUPPAKATU,TASAVALLANKATU,351.0,1610,1,11.9,2.7
single,0.1,5,PUIJONLAAKSO,PUIJONLAAKSO,109.0,-30,1,0.4,0.0
season,0.0,8,TORI,NEULAMÄKI,928.0,4580,1,43.6,11.1
season,0.0,6,TORI,TORI,558.0,970,1,9.4,0.9
savonia,0.0,9,NEULAMÄKI,NEULAMÄKI,42.0,0,1,0.0,0.0
season,0.0,10,KEILANKANTA,KYS,1345.0,6890,1,63.8,6.3
single,0.25,5,KEILANKANTA,KEILANKANTA,257.0,0,1,0.0,0.0
savonia,0.0,9,KAUPPAKATU,KAUPPAKATU,141.0,0,1,0.0,0.0
single,0.9,8,NEULAMÄKI,NEULAMÄKI,1066.0,4450,1,30.0,15.9
savonia,0.0,9,TORI,MICROTEKNIA,918.0,3280,1,24.6,13.8
season,0.0,10,PUIJONLAAKSO,KAUPPAKATU,671.0,2480,1,11.5,11.4
season,0.0,8,KEILANKANTA,KAUPPAKATU,1313.0,6380,1,41.5,5.7
savonia,0.0,10,TORI,KAUPPAKATU,1216.0,1520,1,10.7,3.3
single,0.35,9,TASAVALLANKATU,TORI,377.0,1980,1,10.2,4.2
season,0.0,5,KAUPPAKATU,NEULAMÄKI,1063.0,4970,1,50.4,11.1
savonia,0.0,9,NEULAMÄKI,MICROTEKNIA,250.0,1400,0,0.0,6.9
season,0.0,7,SATAMA,SATAMA,108.0,0,1,0.0,0.0
single,0.5,8,PUIJONLAAKSO,TORI,570.0,-1770,1,0.0,0.0
single,0.3,8,SATAMA,TORI,310.0,930,1,16.0,0.3
savonia,0.0,10,KAUPPAKATU,KAUPPAKATU,401.0,140,1,1.0,0.0
single,0.05,5,TORI,TORI,13.0,0,1,0.0,0.0
savonia,0.0,9,KYS,KYS,104.0,40,1,1.2,0.0
single,0.3,10,KAUPPAKATU,TASAVALLANKATU,322.0,1640,1,12.0,4.5
season,0.0,9,TORI,MICROTEKNIA,655.0,3090,1,30.6,7.5
season,0.0,7,MICROTEKNIA,TORI,772.0,3110,1,29.0,13.2
season,0.0,9,KAUPPAKATU,TORI,151.0,340,1,3.8,1.2
savonia,0.0,9,PUIJONLAAKSO,PUIJONLAAKSO,16.0,0,1,0.0,0.0
season,0.0,9,KYS,KAUPPAKATU,886.0,1900,1,15.5,6.3
single,0.35,6,KYS,TORI,404.0,1830,1,7.7,5.1
single,0.3,8,KAUPPAKATU,TORI,313.0,-270,1,0.0,0.0
single,0.25,8,KAUPPAKATU,SATAMA,258.0,1020,1,3.8,5.4
single,0.6,6,KYS,TASAVALLANKATU,705.0,3340,1,15.3,7.2
single,1.2,6,KEILANKANTA,KAUPPAKATU,1388.0,6660,1,31.8,7.2
single,0.8,5,KEILANKANTA,TASAVALLANKATU,926.0,4440,1,19.4,1.8
savonia,0.0,9,SATAMA,TORI,276.0,950,1,11.1,0.6
season,0.0,8,TORI,NEULAMÄKI,853.0,4530,1,35.7,5.7
single,0.95,6,PIRTTI,KEILANKANTA,1106.0,5700,1,32.0,3.3
single,0.9,6,KEILANKANTA,KAUPPAKATU,1062.0,6060,1,25.8,5.1
season,0.0,8,TORI,SATAMA,218.0,960,1,4.6,8.1
single,0.35,7,KYS,KAUPPAKATU,406.0,1840,1,8.7,6.3
single,1.1,6,KAUPPAKATU,KAUPPAKATU,1275.0,3620,1,15.4,4.8
season,0.0,5,TORI,KAUPPAKATU,146.0,360,1,3.1,0.6
savonia,0.0,10,KAUPPAKATU,PUIJONLAAKSO,521.0,2280,1,23.2,2.4
savonia,0.0,9,KEILANKANTA,KEILANKANTA,498.0,1910,0,0.0,0.6
savonia,0.0,9,MICROTEKNIA,PUIJONLAAKSO,678.0,2490,1,30.8,8.4
season,0.0,8,KAUPPAKATU,PUIJONLAAKSO,875.0,2520,1,36.8,4.2
single,0.1,10,SATAMA,SATAMA,77.0,60,1,0.8,0.3
single,0.05,5,PUIJONLAAKSO,PUIJONLAAKSO,52.0,20,1,0.3,0.0
single,0.3,9,NEULAMÄKI,MICROTEKNIA,316.0,1450,1,6.7,5.7
savonia,0.0,10,TORI,KAUPPAKATU,207.0,-180,1,3.3,0.0
single,1.5,5,TORI,NEULAMÄKI,1763.0,5070,1,32.7,9.0
single,0.4,7,KAUPPAKATU,TASAVALLANKATU,452.0,1710,0,0.0,3.3
single,4.25,9,TORI,KAUPPAKATU,5078.0,9970,1,81.0,20.4
single,0.8,9,TASAVALLANKATU,NEULAMÄKI,954.0,4110,1,49.7,13.8
single,0.35,8,SATAMA,KAUPPAKATU,371.0,1040,1,12.0,1.5
savonia,0.0,10,NEULAMÄKI,NEULAMÄKI,334.0,1410,1,6.7,13.8
single,0.4,7,PUIJONLAAKSO,KAUPPAKATU,473.0,2290,1,5.9,18.9
single,1.5,7,KEILANKANTA,KAUPPAKATU,1782.0,480,1,55.7,12.6
savonia,0.0,10,TORI,KAUPPAKATU,536.0,0,1,0.0,0.0
single,1.2,6,KAUPPAKATU,TORI,1407.0,3350,1,29.7,14.7
season,0.0,6,KEILANKANTA,TORI,1347.0,6440,1,39.8,9.3
single,1.05,8,KAUPPAKATU,KEILANKANTA,1251.0,6070,1,29.5,5.4
single,0.05,6,SATAMA,SATAMA,59.0,80,1,0.0,0.0
single,0.4,5,TORI,TASAVALLANKATU,421.0,1950,1,11.5,0.9
season,0.0,10,TORI,KEILANKANTA,1266.0,6730,1,44.2,6.0
single,0.3,7,KAUPPAKATU,SATAMA,354.0,1000,1,4.0,2.7
single,0.85,9,NEULAMÄKI,TORI,1011.0,4340,1,26.3,17.4
season,0.0,7,KAUPPAKATU,TORI,163.0,390,0,0.0,0.3
single,0.25,6,SATAMA,TORI,246.0,940,1,9.1,1.2
season,0.0,10,PUIJONLAAKSO,TORI,528.0,2620,1,12.5,9.3
single,0.55,8,PUIJONLAAKSO,TORI,608.0,2590,1,10.3,13.8
single,0.6,8,MICROTEKNIA,TORI,673.0,3140,1,17.9,10.2
season,0.0,7,NEULAMÄKI,TORI,284.0,750,1,7.4,0.6
savonia,0.0,10,MICROTEKNIA,PUIJONLAAKSO,485.0,2210,1,22.4,5.1
single,0.7,7,KAUPPAKATU,MICROTEKNIA,787.0,3110,1,25.5,10.2
single,0.1,4,PUIJONLAAKSO,PUIJONLAAKSO,62.0,-10,1,0.5,0.0
single,0.05,6,PUIJONLAAKSO,PUIJONLAAKSO,21.0,0,1,0.0,0.0
season,0.0,9,KAUPPAKATU,PUIJONLAAKSO,990.0,2780,1,44.4,4.8
season,0.0,8,TASAVALLANKATU,KEILANKANTA,855.0,4510,1,35.0,0.9
single,1.2,7,TASAVALLANKATU,PIRTTI,1412.0,8720,1,42.0,8.1
season,0.0,7,KEILANKANTA,KAUPPAKATU,1175.0,6050,1,38.3,7.5
single,0.75,8,NEULAMÄKI,TASAVALLANKATU,897.0,4160,1,19.6,8.4
season,0.0,8,KAUPPAKATU,KEILANKANTA,1057.0,6070,1,26.8,4.5
season,0.0,9,KYS,TORI,436.0,1940,1,18.1,6.0
season,0.0,6,TORI,TORI,27.0,120,1,0.7,0.3
single,0.55,6,MICROTEKNIA,KAUPPAKATU,601.0,2980,1,15.7,8.7
single,0.05,5,TORI,TORI,3.0,0,0,0.0,0.0
single,0.55,5,KYS,TORI,655.0,2080,1,18.1,8.1
single,0.8,5,SATAMA,SATAMA,927.0,1230,1,11.7,3.6
season,0.0,8,SATAMA,KAUPPAKATU,328.0,1040,1,16.7,0.0
single,0.55,7,PUIJONLAAKSO,TORI,622.0,2550,1,13.2,19.8
single,0.95,5,SATAMA,NEULAMÄKI,1087.0,5520,1,52.7,5.1
single,0.35,5,MICROTEKNIA,NEULAMÄKI,396.0,1420,1,17.8,3.9
single,0.4,7,TASAVALLANKATU,KAUPPAKATU,470.0,1640,0,0.0,3.0
season,0.0,7,TASAVALLANKATU,TASAVALLANKATU,57.0,0,1,0.0,0.0
savonia,0.0,9,SATAMA,TORI,301.0,930,1,13.8,1.8
season,0.0,5,TORI,NEULAMÄKI,826.0,4520,1,39.8,4.8
season,0.0,8,TORI,TORI,258.0,0,1,0.0,0.0
season,0.0,7,KAUPPAKATU,PUIJONLAAKSO,942.0,2620,1,46.1,3.3
savonia,0.0,9,KAUPPAKATU,SATAMA,240.0,1010,0,0.0,5.4
single,0.9,6,KEILANKANTA,TORI,1049.0,6410,1,19.0,4.8
season,0.0,7,TORI,SATAMA,252.0,910,1,1.8,3.3
single,1.1,5,KEILANKANTA,TASAVALLANKATU,1267.0,4490,0,0.0,3.9
season,0.0,9,TORI,NEULAMÄKI,1090.0,5650,1,43.5,12.6
savonia,0.0,10,PUIJONLAAKSO,TORI,1425.0,300,1,2.9,0.0
season,0.0,7,NEULAMÄKI,TORI,932.0,4600,1,28.3,4.8
single,0.6,9,KEILANKANTA,KEILANKANTA,670.0,4010,1,18.9,0.3
single,1.05,6,KEILANKANTA,KYS,1211.0,6770,1,41.1,4.2
season,0.0,5,NEULAMÄKI,KAUPPAKATU,925.0,5120,1,34.2,6.3
savonia,0.0,10,NEULAMÄKI,PUIJONLAAKSO,941.0,3870,1,39.1,16.8
single,3.65,8,KEILANKANTA,KAUPPAKATU,4345.0,14240,1,140.6,31.8
single,0.25,10,PUIJONLAAKSO,KYS,257.0,870,1,4.2,7.2
season,0.0,7,SATAMA,TORI,977.0,1180,1,18.9,1.5
single,0.55,7,TORI,PUIJONLAAKSO,614.0,2600,1,22.8,3.6
single,0.4,8,KYS,TORI,437.0,1870,1,12.3,6.0
single,0.5,6,TORI,PUIJONLAAKSO,593.0,2760,1,19.0,5.1
season,0.0,5,TASAVALLANKATU,SATAMA,612.0,2650,1,15.0,12.3
single,0.2,9,KAUPPAKATU,SATAMA,207.0,1010,1,5.9,3.3
single,0.8,9,NEULAMÄKI,KAUPPAKATU,917.0,4430,1,32.5,6.0
single,1.0,6,KEILANKANTA,PIRTTI,1194.0,5800,1,36.4,6.6
savonia,0.0,10,NEULAMÄKI,TORI,1253.0,4540,1,25.9,19.2
season,0.0,9,TORI,SATAMA,222.0,930,1,1.5,2.1
single,0.2,5,KYS,KYS,192.0,2070,1,15.9,6.9
single,0.05,6,TORI,TORI,24.0,0,0,0.0,0.0
single,0.7,6,TASAVALLANKATU,KEILANKANTA,799.0,4420,1,25.7,0.6
season,0.0,6,MICROTEKNIA,NEULAMÄKI,359.0,1400,1,18.1,3.3
single,0.45,5,KYS,TORI,528.0,1890,1,14.4,4.2
season,0.0,9,PUIJONLAAKSO,PUIJONLAAKSO,23.0,0,0,0.0,0.0
season,0.0,6,NEULAMÄKI,KEILANKANTA,1415.0,8070,1,48.0,3.0
single,0.7,5,TASAVALLANKATU,KEILANKANTA,799.0,4460,1,18.6,9.3
single,0.25,6,SATAMA,KAUPPAKATU,254.0,990,1,8.5,1.8
single,0.5,4,KYS,KAUPPAKATU,558.0,-1770,0,0.0,0.0
savonia,0.0,10,PUIJONLAAKSO,MICROTEKNIA,504.0,2310,1,12.4,18.9
season,0.0,6,TORI,TORI,53.0,0,1,0.0,0.0
savonia,0.0,9,TORI,MICROTEKNIA,755.0,3050,1,23.4,5.7
single,0.15,5,KAUPPAKATU,KAUPPAKATU,132.0,140,1,1.3,0.6
single,0.05,6,PUIJONLAAKSO,PUIJONLAAKSO,21.0,0,1,0.0,0.0
single,0.25,8,PUIJONLAAKSO,KYS,248.0,1050,0,0.0,2.4
single,0.3,8,SATAMA,TORI,346.0,970,1,10.5,1.8
savonia,0.0,10,TORI,KAUPPAKATU,810.0,340,1,1.9,0.0
savonia,0.0,10,PUIJONLAAKSO,PUIJONLAAKSO,42.0,0,1,0.0,0.0
single,0.2,7,TORI,TORI,189.0,10,1,0.3,0.0
single,1.55,7,KAUPPAKATU,TASAVALLANKATU,1859.0,5400,1,42.6,18.9
season,0.0,6,SATAMA,TORI,1755.0,5130,1,30.4,11.1
single,0.05,10,TORI,TORI,51.0,-20,1,0.0,0.0
single,0.55,9,TORI,PUIJONLAAKSO,627.0,2330,1,22.6,4.2
single,0.65,5,SATAMA,TORI,761.0,2560,1,31.7,3.9
single,0.6,9,KYS,KYS,666.0,2820,1,24.0,8.1
single,0.5,6,MICROTEKNIA,PUIJONLAAKSO,591.0,2510,1,24.9,7.5
single,0.85,8,KEILANKANTA,PIRTTI,1015.0,5690,1,19.7,2.4
single,0.05,7,KEILANKANTA,KEILANKANTA,5.0,0,0,0.0,0.0
savonia,0.0,9,KAUPPAKATU,TASAVALLANKATU,607.0,2100,0,0.0,3.6
single,0.05,7,NEULAMÄKI,NEULAMÄKI,3.0,0,0,0.0,0.0
season,0.0,5,TASAVALLANKATU,NEULAMÄKI,1311.0,5040,1,47.1,5.1
single,0.95,5,SATAMA,SATAMA,1084.0,0,1,0.0,0.0
single,2.7,6,TORI,KEILANKANTA,3185.0,7560,1,59.7,18.3
single,0.45,9,MICROTEKNIA,MICROTEKNIA,529.0,0,1,0.0,0.0
single,0.3,9,NEULAMÄKI,MICROTEKNIA,329.0,1420,1,8.0,9.0
season,0.0,7,KEILANKANTA,KAUPPAKATU,1121.0,6170,1,38.0,5.1
single,0.3,7,TORI,SATAMA,332.0,930,1,3.6,4.8
season,0.0,7,KYS,PUIJONLAAKSO,337.0,1070,1,21.3,1.5
savonia,0.0,10,KAUPPAKATU,KAUPPAKATU,8.0,0,1,0.0,0.0
season,0.0,6,TORI,TORI,6.0,0,1,0.0,0.0
single,0.5,5,TORI,PUIJONLAAKSO,585.0,2570,1,25.3,2.1
savonia,100.0,9,NEULAMÄKI,MICROTEKNIA,25614.0,2310,0,0.0,3.6
single,0.4,7,TORI,TASAVALLANKATU,471.0,2020,1,14.5,3.0
season,0.0,10,PIRTTI,PIRTTI,1795.0,1880,0,12.1,2.7
single,0.45,5,TORI,SATAMA,494.0,980,1,3.3,4.8
season,0.0,6,KAUPPAKATU,KAUPPAKATU,6.0,0,0,0.0,0.0
single,0.05,6,TASAVALLANKATU,TASAVALLANKATU,43.0,0,0,0.0,0.0
single,0.75,6,PUIJONLAAKSO,TORI,850.0,0,1,0.0,0.0
season,0.0,9,PUIJONLAAKSO,PUIJONLAAKSO,53.0,0,1,0.0,0.0
single,0.7,6,TASAVALLANKATU,NEULAMÄKI,804.0,4450,1,43.3,0.9
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,88.0,0,1,0.0,0.0
season,0.0,9,MICROTEKNIA,NEULAMÄKI,334.0,1400,1,20.8,1.2
season,0.0,9,MICROTEKNIA,KYS,324.0,1450,1,13.7,1.8
season,0.0,4,KYS,KEILANKANTA,1183.0,6710,1,39.9,2.4
season,0.0,8,NEULAMÄKI,TASAVALLANKATU,570.0,3720,1,13.5,1.2
season,0.0,4,KAUPPAKATU,KAUPPAKATU,65.0,0,1,0.0,0.0
season,0.0,6,PUIJONLAAKSO,PUIJONLAAKSO,37.0,0,1,0.0,0.0
season,0.0,10,NEULAMÄKI,KYS,691.0,2830,1,21.9,30.0
season,0.0,5,KAUPPAKATU,TASAVALLANKATU,351.0,1610,1,11.9,2.7
season,0.0,6,PUIJONLAAKSO,TORI,452.0,2310,1,11.9,11.7
season,0.0,8,KYS,TORI,758.0,2110,1,15.1,7.2
single,1.35,6,SATAMA,MICROTEKNIA,1587.0,4440,1,36.7,12.0
single,0.15,5,TORI,KAUPPAKATU,124.0,410,0,0.0,0.0
season,0.0,10,SATAMA,SATAMA,6.0,0,0,0.0,0.0
single,0.9,6,TORI,KEILANKANTA,1059.0,6710,1,25.2,4.2
single,0.3,5,TORI,SATAMA,320.0,1320,1,5.5,5.1
season,0.0,5,TORI,NEULAMÄKI,1041.0,4620,1,36.5,6.0
single,0.5,9,TASAVALLANKATU,TASAVALLANKATU,592.0,2730,1,16.4,3.9
single,0.35,7,KAUPPAKATU,TORI,377.0,1110,1,12.8,3.6
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,395.0,1420,1,17.2,1.2
savonia,0.0,10,KAUPPAKATU,KAUPPAKATU,88.0,90,1,1.2,0.0
single,0.15,8,KYS,KYS,133.0,-110,1,0.0,0.0
season,0.0,6,KAUPPAKATU,TASAVALLANKATU,401.0,1610,1,10.0,3.6
savonia,0.0,9,NEULAMÄKI,TORI,1162.0,4610,1,32.8,11.4
single,0.8,8,TASAVALLANKATU,KEILANKANTA,907.0,4480,1,26.7,2.1
season,0.0,7,TORI,SATAMA,244.0,920,1,3.9,8.7
savonia,0.0,10,TORI,KAUPPAKATU,1140.0,2540,1,21.5,9.0
single,0.2,7,SATAMA,SATAMA,208.0,0,1,0.0,0.0
season,0.0,6,PUIJONLAAKSO,KAUPPAKATU,436.0,2330,1,10.6,21.6
single,1.1,8,SATAMA,KEILANKANTA,1314.0,7150,1,42.7,6.0
single,2.9,7,SATAMA,TORI,3474.0,5790,1,51.5,10.2
single,1.1,6,TORI,KEILANKANTA,1292.0,6450,1,39.7,16.2
savonia,0.0,9,SATAMA,SATAMA,574.0,1740,0,0.0,0.6
season,0.0,8,MICROTEKNIA,NEULAMÄKI,325.0,1390,1,16.5,3.6
single,0.3,6,SATAMA,TORI,314.0,920,1,12.1,1.2
season,0.0,5,MICROTEKNIA,NEULAMÄKI,1350.0,4320,1,39.4,14.4
single,0.7,8,SATAMA,PUIJONLAAKSO,797.0,3450,1,41.1,6.0
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,363.0,1440,1,17.7,2.4
season,0.0,7,MICROTEKNIA,KEILANKANTA,1388.0,7690,1,40.0,19.5
single,4.35,6,TORI,TORI,5214.0,8680,1,71.8,20.1
single,0.6,9,TORI,MICROTEKNIA,676.0,2970,1,20.2,7.8
single,0.55,5,TASAVALLANKATU,KAUPPAKATU,616.0,1650,0,0.0,2.1
single,0.5,8,MICROTEKNIA,PUIJONLAAKSO,590.0,2360,1,31.6,5.1
single,0.4,8,KAUPPAKATU,TASAVALLANKATU,446.0,1600,1,8.4,2.4
single,0.6,6,KAUPPAKATU,PUIJONLAAKSO,672.0,2590,1,23.8,6.0
season,0.0,6,NEULAMÄKI,MICROTEKNIA,231.0,1390,1,5.6,2.4
season,0.0,8,TASAVALLANKATU,PUIJONLAAKSO,789.0,3610,1,36.0,3.6
single,1.25,5,KEILANKANTA,KAUPPAKATU,1451.0,6130,1,45.7,4.5
single,0.15,6,TORI,KAUPPAKATU,157.0,400,1,2.8,0.6
single,0.55,4,PUIJONLAAKSO,TORI,658.0,2320,1,10.6,18.0
single,1.05,7,KEILANKANTA,SATAMA,1216.0,7040,1,41.6,6.3
season,0.0,5,TORI,TASAVALLANKATU,395.0,1980,1,13.1,5.4
season,0.0,8,SATAMA,KAUPPAKATU,429.0,2550,1,22.3,7.8
season,0.0,6,TORI,NEULAMÄKI,1166.0,4470,1,46.0,16.2
single,0.3,6,MICROTEKNIA,NEULAMÄKI,304.0,1390,1,15.7,2.4
